Text ID,Text,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Platform,Platform Count,Ad,Ad Count,Ad Group,Ad Group Count,Campaign,Campaign Count,Result Type,Result Type Count,Objective,Objective Count
80,"From expanding research to enabling students to attend SMU regardless of financial means, we're blazing a new path and igniting the future.",1207.6,269868,585,0.0,181808.0,0.0,446,38249.0,"Twitter, facebook, instagram, unknown",4,"DMN SMU Ignited Editorial, DMN SMU Ignited Editorial | Higher Ed Influencers | November Content; DMN SMU Ignited Editorial | Major & Principal Gift Prospects | November Content;...and 1 more ad, DMN SMU Ignited Editorial | Texas Prospective Parents | November Content; DMN SMU Ignited Editorial | Texas Prospective Students | November Content;",3,"DMN SMU Ignited Editorial | Higher Ed Influencers | November Content; DMN SMU Ignited Editorial | Major & Principal Gift Prospects | November Content;...and 1 more ad, DMN SMU Ignited Editorial | Texas Prospective Parents | November Content; DMN SMU Ignited Editorial | Texas Prospective Students | November Content;, Higher Ed Influencers",3,"DMN SMU Ignited Editorial | Higher Ed Influencers | November Content; DMN SMU Ignited Editorial | Major & Principal Gift Prospects | November Content;...and 1 more ad, DMN SMU Ignited Editorial | Texas Prospective Parents | November Content; DMN SMU Ignited Editorial | Texas Prospective Students | November Content;, Higher Ed Stories | November 2021",3,"Impressions, Link clicks, Missing Value",3,"Missing Value, Reach",2
81,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",2800.28,803075,7327,0.0,728374.0,0.0,1240,7327.0,"facebook, instagram, unknown",3,"Ad 2 January 2022, Ad 2 January 2022;...and 2 more ads",2,"Ad 2 January 2022, Ad 2 January 2022;...and 2 more ads",2,"Ad 2 January 2022, Ad 2 January 2022;...and 2 more ads",2,"Link clicks, Missing Value",2,Missing Value,1
82,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",865.61,98643,3335,0.0,0.0,0.0,3356,2412.0,Twitter,1,Ad 2,1,Higher Ed Influencers | January 2022,1,Content_Traffic_January_2022,1,Link clicks,1,Website traffic,1
83,"Fueled by @NSF, SMU Professor Chris Roos will return to the field, joined by Kacy Hollenback, his partner at home and on the project. Together, they explore the past for a path to reducing wildfire risk in the present.",10.4,756,13,0.0,0.0,0.0,13,4.0,Twitter,1,Roos 3,1,Chris Roos | July 2021,1,Wildfire Editorial | July 2021,1,Link clicks,1,Website traffic,1
84,Future of the Arts at SMU,250.0,160711,38,151284.0,0.0,117126.0,38,0.0,LinkedIn,1,Higher Ed Influencers_Meadows Dedication,1,Higher Ed Influencers,1,Meadows Dedication ,1,Missing Value,1,Brand awareness,1
85,Gene allowing humans to feel touch may play a role in sense of smell,6.8,123,1,0.0,0.0,0.0,2,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 11,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
86,"Hannah Clark ’23 never dreamed NASA would be in her future. Now she’s completing her second stint with the space agency. Clark, an SMU Lyle School of Engineering mechanical engineering major, talks about her journey to finding the confidence to shoot for the stars.",465.56,36314,1259,0.0,0.0,0.0,1263,946.0,Twitter,1,Ad 2,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Link clicks,1,Website traffic,1
87,"Help us create a mosaic of the SMU spirit. Using the link, share a photo of your Mustang pride on full display: https://bit.ly/39dWvzV Then, in the comments, tell us what excites you most about SMU’s future impact on the world. Everyone who expresses their support by adding to the mosaic will be entered into a drawing to receive a t-shirt featuring the campaign logo that will be revealed by the completion of this mosaic.",100.0,4897,27,0.0,4081.0,0.0,85,382.0,"facebook, unknown",2,"Post: ""Help us create a mosaic of the SMU spirit. Using...""",1,"Post: ""Help us create a mosaic of the SMU spirit. Using...""",1,"Post: ""Help us create a mosaic of the SMU spirit. Using...""",1,"Missing Value, Post engagement",2,Missing Value,1
88,"Help us spread the word about SMU Giving Day! Share this video and use #SMUOneDay before April 13. One entry will be randomly selected and notified to choose one fund to receive an extra $1,000.",711.99,59334,942,35641.0,44875.0,1029.0,31,942.0,"facebook, instagram",2,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,1,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,1,Pre Giving Day Challenge | DFW Area | SMU Giving Day 2021| April 2021,1,"Link clicks, Missing Value",2,Missing Value,1
89,"His book ""Maps for Time Travelers"" is lauded as “a brilliant introduction to the frontiers of archaeology.” Mark McCoy uses a fictional story about time travel to explain how technology enables archaeologists to reconstruct humanity’s past.",27.78,4793,52,0.0,0.0,0.0,54,12.0,Twitter,1,Mark McCoy,1,Mark McCoy | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
90,How NASA's premier telescope hunts more than just exoplanets,2712.76,45426,139,0.0,0.0,0.0,429,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 9,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
91,How can we attack infected cancer cells without collateral damage to normal cells? A team of researchers from SMU has found an answer by tapping into the fundamental basis of new anti-cancer treatments.,53.56,7976,540,0.0,7623.0,0.0,60,540.0,"Twitter, facebook, instagram, unknown",4,Ad 9,1,"Ad 9, Higher Ed Influencers",2,"Ad 9, Higher Ed Blitz_Wave 1",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
92,How can we support our kids in the classroom moving forward? 1. Start with the basics 2. Support our teachers,197.46,18605,178,0.0,0.0,0.0,185,39.0,Twitter,1,Learning Slump Research 2 | May 2021,1,Catching up to Learning Curve | May 2021 ,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
93,How did these random roommates become valued friends and business partners? Sometimes you just click.,339.68,102654,706,0.0,87936.0,0.0,207,706.0,"facebook, instagram",2,"Luck of the Draw | Higher Ed Influencers | Common Connections | January 2021, Luck of the Draw | SMU Page Followers | Common Connections | January 2021, Luck of the Draw | Texas Prospective Students",3,"Luck of the Draw | Higher Ed Influencers | Common Connections | January 2021, Luck of the Draw | SMU Page Followers | Common Connections | January 2021, Luck of the Draw | Texas Prospective Students",3,"Luck of the Draw | Higher Ed Influencers | Common Connections | January 2021, Luck of the Draw | SMU Page Followers | Common Connections | January 2021, Luck of the Draw | Texas Prospective Students",3,"Link clicks, Missing Value",2,Missing Value,1
94,"How one student studying in Dallas, traveled to Washington D.C. and worked with a business in Uganda. Nia Kamau '22 embraced her opportunity to think outside the box and build sustainable solutions for the developing world.",0.86,204,1,0.0,171.0,0.0,5,1.0,"facebook, instagram, unknown",3,Nia Kamau | Bridge Stories | November 2021,1,Nia Kamau | Bridge Stories | November 2021,1,Nia Kamau | Bridge Stories | November 2021,1,Missing Value,1,Missing Value,1
95,Igniting Conversations With Art,4315.16,740046,1529,0.0,639437.0,0.0,638,1292.0,"LinkedIn, instagram, unknown",3,"Ad 3;...and 5 more ads, Dallas Geographic Area_Ad 4, Higher Ed Influencers_Ad 4, Higher Ed Influencers_Ad 5",4,"Ad 3;...and 5 more ads, Dallas Geographic Area, Higher Ed Influencers",3,"Ad 3;...and 5 more ads, Kelvin Beachum Gallery Editorial | May 2022",2,"Link clicks, Missing Value",2,"Missing Value, Website visits",2
96,"Igniting Conversations With Art, Visit Website To Know More.",1434.72,19647,86,0.0,0.0,0.0,382,0.0,LinkedIn,1,Dallas Geographic Area_Ad 5,1,Dallas Geographic Area,1,Kelvin Beachum Gallery Editorial | May 2022,1,Missing Value,1,Website visits,1
97,Igniting the future of business education,1072.02,25955,187,0.0,0.0,0.0,554,0.0,LinkedIn,1,"Dallas geographic area_Ad 3, Dallas geographic area_Ad 4, Higher Ed Influencers_Ad 3, Higher Ed Influencers_Ad 4, SMU alumni_Ad 3, SMU alumni_Ad 4",6,"Dallas geographic area, Higher Ed Influencers, SMU alumni",3,Cox Groundbreaking | May 2022,1,Missing Value,1,Website visits,1
98,"Igniting the future of football on The Hilltop. A $50 million commitment from Garry A. Weber ’58, is the largest gift in the history of SMU Athletics to create a 192,500-square-foot Garry Weber End Zone Complex at Gerald J. Ford Stadium.",818.25,98757,1523,57249.0,71386.0,368.0,720,1386.0,"Twitter, facebook, instagram, unknown",4,"Ad 4, Ad 4 January 2022;...and 1 more ad",2,"Ad 4 January 2022;...and 1 more ad, Dallas Geographic Area | January 2022",2,"Ad 4 January 2022;...and 1 more ad, Content_Traffic_January_2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
99,"Igniting. Inspiring. World-changing. Our new home for digital explorers, Gerald J. Ford Hall for Research and Innovation.",171.8,109066,484,103477.0,0.0,248.0,550,61252.0,Twitter,1,Ford Hall Video,1,Ford Hall Video,1,Ford Hall Dedication Video,1,Video views,1,Video views,1
100,"In 2014, Whitney Wolfe Herd '11 thought her career was over. Instead, she trusted her instincts and set out to reinvent the Internet for women.",500.0,90216,778,0.0,62000.0,0.0,61,778.0,"facebook, instagram, unknown",3,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,1,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,1,Story | Higher Ed Influencers | Whitney Wolfe Herd | April 2021,1,"Link clicks, Missing Value",2,Missing Value,1
101,"In the blink of an eye, 1,500 structures can be set aflame. Instant, total devastation. Can anything be learned but avoidance? With visuals from @stuartpalley and research from @croos_SMU, we're learning how to stoke the fires of change. https://t.co/htI1tOrbhv",1539.32,157455,3496,0.0,0.0,0.0,3642,1684.0,Twitter,1,summary_large_image,1,Story Release | July 2021,1,Wildfire Editorial | July 2021,1,Link clicks,1,Website traffic,1
102,Inspiring Spaces for Aspiring Artists,498.94,81744,40,73846.0,0.0,33864.0,40,0.0,LinkedIn,1,"Arts/Theatre Enthusiasts_Meadows Dedication, DFW Geographical Area_Meadows Dedication",2,"Arts/Theatre Enthusiasts, DFW Geographical Area",2,Meadows Dedication ,1,Missing Value,1,Brand awareness,1
103,Introducing Moody Hall,245.71,3823,13,936.0,0.0,3.0,41,0.0,LinkedIn,1,Higher Ed Influencers_Video_Wave 2_Ad 4,1,Higher Ed Influencers_Video_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
104,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,6904.91,1454906,9063,0.0,1212698.0,0.0,5092,6727.0,"Twitter, facebook, instagram, unknown",4,"Ad 1, Ad 1;...and 2 more ads, Ad 1;...and 3 more ads, Ad 1;...and 9 more ads",4,"Ad 1, Ad 1;...and 2 more ads, Ad 1;...and 3 more ads, Ad 1;...and 9 more ads, Dallas Geographic Area, Higher Ed Influencers",6,"Ad 1, Ad 1;...and 2 more ads, Ad 1;...and 3 more ads, Ad 1;...and 9 more ads, Here We Go, Mustangs! Editorial - 2022",5,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
105,Introducing the William S. Spears Institute for Entrepreneurial Leadership,461.14,10492,32,0.0,0.0,0.0,75,0.0,LinkedIn,1,Higher Ed Influencers_Ad 3,1,Higher Ed Influencers,1,"Spears Gift Announcement - Wave 1, Spears Gift Announcement - Wave 2",2,Missing Value,1,"Brand awareness, Website visits",2
106,"Introducing the William S. Spears Institute for Entrepreneurial Leadership, Visit Website To Know More.",697.9,26864,125,0.0,0.0,0.0,126,0.0,LinkedIn,1,Higher Ed Influencers_Ad 4,1,Higher Ed Influencers,1,"Spears Gift Announcement - Wave 1, Spears Gift Announcement - Wave 2",2,Missing Value,1,"Brand awareness, Website visits",2
107,"Investing in our community’s children – the problem solvers of the future. The next step of our partnership with @dallasschools and the @Toyota USA Foundation is the opening of the West Dallas STEM School, planned for August 2021.",55.12,8223,88,0.0,0.0,0.0,89,14.0,Twitter,1,STEM School,1,West Dallas STEM | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
108,"Investing in our community’s children – the problem solvers of the future. The next step of our partnership with Dallas ISD and the Toyota Foundation is the opening of the West Dallas STEM School, planned for August 2021.",62.910000000000004,7586,150,0.0,6471.0,0.0,27,150.0,"facebook, unknown",2,West Dallas STEM | Higher Ed Stories | May 2021,1,West Dallas STEM | Higher Ed Stories | May 2021,1,West Dallas STEM | Higher Ed Stories | May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
109,Investing in the future of research coming from The Hilltop.,52.59,6342,116,0.0,5026.0,0.0,8,116.0,"facebook, instagram, unknown",3,Four Professors Research Fellows | Higher Ed Stories | July Higher Ed | July 2021,1,Four Professors Research Fellows | Higher Ed Stories | July Higher Ed | July 2021,1,Four Professors Research Fellows | Higher Ed Stories | July Higher Ed | July 2021,1,Missing Value,1,Missing Value,1
110,"It looks like dogs have been ""man's best friend"" for a while. An international team of researchers determined that the first people to cross into the Americas were accompanied by their dogs.",722.0899999999999,154449,2503,0.0,0.0,0.0,2579,1188.0,Twitter,1,Dog Migration,1,"Dog Migration Patterns, Dog Migration | May 2021 ",2,"Higher Ed Influencer Stories | February 2021, May Higher Ed Stories | May 2021",2,Link clicks,1,Website traffic,1
111,It's no secret wildfire season is beginning earlier and spreading farther. SMU Professor Chris Roos is charting a path forward while looking to the past for guidance.,0.3,450,2,0.0,0.0,0.0,2,0.0,Twitter,1,Stoking the fires of change 2,1,Chris Roos | July 2021,1,Wildfire Editorial | July 2021,1,Link clicks,1,Website traffic,1
112,It's time to Pony Up!,399.99,51422,186,0.0,0.0,0.0,214,0.0,LinkedIn,1,Athletic Collegiate Audience_Athletic Ad,1,Athletic Collegiate Audience,1,SMU Athletic Conference,1,Missing Value,1,Website visits,1
113,"It’s the fourth time Wang, a professor with the Department of Electrical and Computer Engineering in SMU’s Lyle School of Engineering, has won the award.",1614.75,310127,7187,0.0,280867.0,0.0,1461,7175.0,"Twitter, facebook, instagram, unknown",4,"Ad 2, Ad 2 December 2021;...and 3 more ads",2,"Ad 2 December 2021;...and 3 more ads, Higher Ed Influencers | December 2021",2,"Ad 2 December 2021;...and 3 more ads, Content_Traffic_December_2021",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
114,Launching Access SMU,1049.47,18102,64,0.0,0.0,0.0,200,0.0,LinkedIn,1,"Dallas geographic area_Ad 6, Higher Ed Influencers_Ad 7",2,"Dallas geographic area, Higher Ed Influencers",2,Access SMU Wave 1,1,Missing Value,1,Website visits,1
115,"Launching Access SMU, Visit Website To Know More.",160.78,3121,7,0.0,0.0,0.0,15,0.0,LinkedIn,1,Higher Ed Influencers_Ad 8,1,Higher Ed Influencers,1,Access SMU Wave 1,1,Missing Value,1,Website visits,1
116,Learn more about how you can make your own story at SMU.,1334.94,758260,2106,670532.0,594954.0,7858.0,223,2106.0,"facebook, instagram, unknown",3,"Ad 4, Ad 4 - Common Connection;...and 1 more ad",2,"Ad 4, Ad 4 - Common Connection;...and 1 more ad",2,"Ad 4, Ad 4 - Common Connection;...and 1 more ad",2,"Link clicks, Missing Value",2,Missing Value,1
117,Let’s be honest. Sharing a dorm room with anyone is awkward at first. So how do roommates get past that and begin to bond? It usually boils down to respect.,2153.25,450618,4824,0.0,327932.0,0.0,1585,4174.0,"Twitter, facebook, instagram",3,"What a Match, What a Match | Higher Ed Influencers | Common Connections | January 2021, What a Match | Texas Prospective Parents | Common Connections | January 2021, What a Match | Texas Prospective Students | Common Connections | January 2021",4,"What a Match, What a Match | Higher Ed Influencers | Common Connections | January 2021, What a Match | Texas Prospective Parents | Common Connections | January 2021, What a Match | Texas Prospective Students | Common Connections | January 2021",4,"Common Connections | January 2021, What a Match | Higher Ed Influencers | Common Connections | January 2021, What a Match | Texas Prospective Parents | Common Connections | January 2021, What a Match | Texas Prospective Students | Common Connections | January 2021",4,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
118,"Looking for a direct route to your next adventure? Check your email inbox, find the SMU Graduation Follow-up Survey, and spend five minutes filling it out for your chance to be one of 40 responders to win a $300 Southwest Airlines gift card!",42.480000000000004,1094,12,873.0,1022.0,49.0,3,1022.0,"facebook, instagram",2,Graduation Census,1,Graduation Census,1,Graduation Census,1,Reach,1,Missing Value,1
119,"Looking up to the sky, it's natural to wonder if we're alone in the universe. For @NASA, studying icy worlds like Jupiter’s moon Europa is a target to determine the answer. How will we do it? Frosty the Seismometer.",56.120000000000005,7736,93,0.0,0.0,0.0,95,30.0,Twitter,1,Frosty with UTMs,1,Frosty the Seismometer | August 2021,1,Higher Ed Stories | August 2021,1,Link clicks,1,Website traffic,1
120,"Looking up to the sky, it's natural to wonder if we're alone in the universe. For NASA, studying icy worlds like Jupiter’s moon Europa is a target to determine the answer. So, how will we do it? Meet Frosty the Seismometer.",300.2,32097,759,0.0,29187.0,0.0,257,759.0,"facebook, instagram, unknown",3,Frosty the Seismometer | Higher Ed Stories | August 2021,1,Frosty the Seismometer | Higher Ed Stories | August 2021,1,Frosty the Seismometer | Higher Ed Stories | August 2021,1,"Link clicks, Missing Value",2,Missing Value,1
121,"Meadows School’s transformation of its visual arts facilities will foster creativity and encourage innovative teaching, creation, exhibition and interdisciplinary collaboration across the Hilltop.",575.0,379113,198,234492.0,347242.0,1436.0,84,377104.0,"Twitter, audience_network, facebook, unknown",4,"Meadows Dedicaition, Meadows Dedication",2,"Higher Ed Influencers, Meadows Dedication",2,Meadows Dedication,1,"Impressions, Missing Value, Reach",3,"Missing Value, Reach",2
122,Media Only,1357.63,506323,460,0.0,448019.0,0.0,584,267755.0,"facebook, instagram, unknown",3,"Hit the Clubs!, NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;, NVIDIA Blog | Texas Prospective Students | November Content",3,"Hit the Clubs!, NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;, NVIDIA Blog | Texas Prospective Students | November Content",3,"Hit the Clubs!, NVIDIA Blog | SMU Page Followers | November Content - Copy; NVIDIA Blog | Higher Ed Influencers | November Content;, NVIDIA Blog | Texas Prospective Students | November Content",3,"Link clicks, Missing Value, Reach",3,Missing Value,1
123,"Michelle Davis invites the student to sit and settle in to her colorful, U-shaped table. Then she starts the timer. “Just tell me what you know.”",785.66,75037,1106,0.0,0.0,0.0,1118,560.0,Twitter,1,Kinder test 2 | May 2021,1,Kinder Test | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
124,Miguel Marx used a CT scan to reveal parts of the skull that are otherwise difficult to see while it was still partially encased in Angolan rock.,0.78,177,2,0.0,0.0,0.0,2,1.0,Twitter,1,Not Nessie,1,Reptile Skull | Research Stories | Higher Ed | September 2021,1,Research Stories | Higher Ed Influencers | September 2021,1,Link clicks,1,Website traffic,1
125,"Military alumni scholarships through SMU support students like Connor Simpson '18, '23, who can pursue his MBA online while also on active duty. Learn more about how SMU can help you reach your educational goals.",500.0,161718,318,0.0,0.0,0.0,319,161718.0,Twitter,1,New Military Ad Tweet,1,Military Alumni Ad,1,SoCal Awareness Campaign 1,1,Impressions,1,Reach,1
126,Mohammed came to the Hilltop with a bold idea: bring reliable energy to his country. He tapped into resources available and it blossomed into a partnership with the Gambian government. He’ll soon head home to expand it on a national scale.,575.2,91578,596,0.0,77201.0,0.0,320,596.0,"facebook, instagram, unknown",3,Mohammed Njie | Here We Go Mustangs | May 2021; Mohammed Njie | Here We Go Mustangs | May 2021 - Copy;...and 1 more ad,1,Mohammed Njie | Here We Go Mustangs | May 2021; Mohammed Njie | Here We Go Mustangs | May 2021 - Copy;...and 1 more ad,1,Mohammed Njie | Here We Go Mustangs | May 2021; Mohammed Njie | Here We Go Mustangs | May 2021 - Copy;...and 1 more ad,1,"Link clicks, Missing Value",2,Missing Value,1
127,"Moody Hall is the next step for us to transform graduate education on The Hilltop. Moody Hall will house SMU’s eighth degree-granting school, the Moody School of Graduate and Advanced Studies.",4.17,278,4,0.0,0.0,0.0,4,2.0,Twitter,1,Ad 4,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Link clicks,1,Website traffic,1
128,"More than 60 years ago, Dallas became the birthplace of the integrated circuit, which would become the microchip. Today, we’re home to startup warriors, cyber defenders, biotech wizards, and other innovators who think big and do good.",32.64,15023,53,0.0,0.0,0.0,53,15023.0,Twitter,1,"Innovate, disrupt and transform",1,Prospective Students/Parents,1,Dallas Experience | Wave 1 | Awareness | Admissions ,1,Impressions,1,Reach,1
129,Multi-year partnership will utilize SMU's competency-aware machine learning and human machine teaming to revolutionize future battlespace and warfare strategies.,178.98,52374,437,0.0,0.0,0.0,441,113.0,Twitter,1,Raytheon Partnership,1,Raytheon Partnership | Higher Ed Stories | March 2021,1,Higher Ed Stories | March 2021,1,Link clicks,1,Website traffic,1
130,Multi-year partnership will utilize SMU's machine learning and human machine teaming to revolutionize future battlespace and warfare strategies.,999.99,118755,1114,0.0,103423.0,0.0,79,1114.0,"facebook, instagram",2,Raytheon Partnership | Higher Ed Stories | March 2021,1,Raytheon Partnership | Higher Ed Stories | March 2021,1,Raytheon Partnership | Higher Ed Stories | March 2021,1,"Link clicks, Missing Value",2,Missing Value,1
131,Mustang Stories from the Hilltop,1424.2,27036,376,0.0,0.0,0.0,1963,0.0,LinkedIn,1,"Dallas Geographic Area_Ad 1, Dallas Geographic Area_Ad 2, Dallas Geographic Area_Ad 3, Dallas Geographic Area_Ad 4, Dallas Geographic Area_Ad 5, Higher Ed Influencers_Ad 1, Higher Ed Influencers_Ad 2, Higher Ed Influencers_Ad 3",8,"Dallas Geographic Area, Higher Ed Influencers",2,"Here We Go, Mustangs! Editorial - 2022",1,Missing Value,1,Website visits,1
132,"Mustang Stories from the Hilltop, Visit Website To Know More.",37.71,380,3,0.0,0.0,0.0,11,0.0,LinkedIn,1,Dallas Geographic Area_Ad 6,1,Dallas Geographic Area,1,"Here We Go, Mustangs! Editorial - 2022",1,Missing Value,1,Website visits,1
133,"Mustang Stories from the Hilltop, Visit Website To Learn More.",37.99,403,1,0.0,0.0,0.0,4,0.0,LinkedIn,1,Dallas Geographic Area_Ad 7,1,Dallas Geographic Area,1,"Here We Go, Mustangs! Editorial - 2022",1,Missing Value,1,Website visits,1
134,New to the SMU Cox School of Business,1256.99,41155,649,0.0,0.0,0.0,984,0.0,LinkedIn,1,"Higher Ed Influencers_Ad 1, SMU alumni_Ad 1",2,"Higher Ed Influencers, SMU alumni",2,"Spears Gift Announcement - Wave 1, Spears Gift Announcement - Wave 2",2,Missing Value,1,"Brand awareness, Website visits",2
135,"North Texas dream team is partnering to launch a collaboration dedicated to leveraging the transformational power of sports to improve the health, activity levels and well-being of kids. @smusimmons ?? @childrens ?? @AndrewsInst https://t.co/ipb6lerChD",486.05,73056,146,0.0,0.0,0.0,148,73056.0,Twitter,1,summary_large_image,1,Higher Ed Influencers,1,Higher Ed Stories | November 2021,1,Impressions,1,Reach,1
136,"Now is the time to be bold. To propel SMU to the forefront of education and meet tomorrow’s challenges. We are announcing a momentous $1.5 billion, multiyear campaign to empower outstanding students, enrich teaching and research, and enhance our campus and community.",549.07,95175,254,0.0,0.0,0.0,258,95175.0,Twitter,1,Paid Campaign Site Promo,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
137,"Our community of donors has given more than $100 million to expand and renovate the Cox School of Business facilities, laying the foundation for a new era of business education in North Texas.",84.81,14493,90,0.0,0.0,0.0,91,24.0,Twitter,1,Ad 1,1,Dallas geographic area,1,Cox Groundbreaking | May 2022,1,Link clicks,1,Website traffic,1
138,Our research will change the world.,558.24,140945,1009,0.0,24100.0,0.0,959,390.0,"Twitter, facebook, instagram",3,"Gift Announcement | SMU Page Followers | March 2021, Templeton PhD, Undergraduate Templeton | Higher Ed Influencers | March 2021",3,"Gift Announcement | SMU Page Followers | March 2021, Templeton Gift Impact - PhD, Undergraduate Templeton | Higher Ed Influencers | March 2021",3,"Gift Announcement | SMU Page Followers | March 2021, Templeton Gift | March 2021, Undergraduate Templeton | Higher Ed Influencers | March 2021",3,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
139,Our researchers have developed a set of computer-driven routines that can cut the time and expense frequently required to find the best possible drug for a desired outcome.,30.72,6021,49,0.0,0.0,0.0,49,9.0,Twitter,1,ChemGen May 2021,1,ChemGem | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
140,Our stories offer a collective voice of hope as we look forward to a new year on campus.,751.8399999999999,108817,571,78905.0,0.0,3034.0,700,157.0,Twitter,1,Our Stories 2,1,Our Stories | March Editorial | March 2021,1,March Editorial | March 2021,1,Link clicks,1,Website traffic,1
141,Our students can recover. SMU education experts offer eight ways for leaders to support teachers and students recovering from the last year's “learning slump.”,110.74000000000001,7941,86,0.0,0.0,0.0,87,18.0,Twitter,1,Learning Slump,1,Catching up to Learning Curve | May 2021 ,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
142,Our team has found a way to make chemotherapy drugs more lethal to cancer cells without collateral damage to normal cells.,4.86,802,14,0.0,0.0,0.0,14,3.0,Twitter,1,CHEMO Card with UTMs,1,Lower Dose Chemo | August 2021,1,Higher Ed Stories | August 2021,1,Link clicks,1,Website traffic,1
143,Our team of researchers estimate the “Lab on a Chip” test could detect immune responses to the virus in two to three minutes.,94.44,11194,121,0.0,0.0,0.0,123,27.0,Twitter,1,Lab on a chip | May 2021,1,Lab on a chip | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
144,Our team of researchers from @lyleengineering estimate the “Lab on a Chip” test could detect immune responses to the virus in two to three minutes.,838.0,237501,3144,0.0,0.0,0.0,3219,930.0,Twitter,1,Lab on a Chip,1,Lab on a Chip,1,Higher Ed Influencer Stories | January 2021,1,Link clicks,1,Website traffic,1
145,"Our virtualization expertise ?? their technical data. ATT Center for Data Virtualization will lead research and development while NIWC Pacific will lead the application to Navy platforms, and Command & Control and Enterprise systems.",16.06,694,8,0.0,0.0,0.0,8,2.0,Twitter,1,NWIC and ATT Center,1,AT&T Center for Virtualization + Naval Information Warfare Center Pacific,1,Higher Ed Influencer Stories | February 2021,1,Link clicks,1,Website traffic,1
146,"Packed into a tiny lab in the heart of our campus, Zhihao Wu is studying cells that could change the way the science community thinks of glioblastoma treatment.",7.7,1059,15,0.0,0.0,0.0,15,5.0,Twitter,1,DFW's Cancer Researchers,1,DFW Researchers | Research Stories | Higher Ed | September 2021,1,Research Stories | Higher Ed Influencers | September 2021,1,Link clicks,1,Website traffic,1
147,"Piece by piece, SMU paleontologist Louis Jacobs and a small army of undergrads have helped uncover an underwater world teeming with spectacular creatures.",66.54,44443,151,0.0,33457.0,0.0,26,151.0,"facebook, instagram, messenger",3,Sea Monsters Unearthed | Texas Prospective Students | December 2020,1,Sea Monsters Unearthed | Texas Prospective Students | December 2020,1,Sea Monsters Unearthed | Texas Prospective Students | December 2020,1,"Link clicks, Missing Value",2,Missing Value,1
148,"Piece by piece, SMU paleontologist Louis Jacobs and his team of undergrads have uncovered an underwater world teeming with spectacular creatures.",136.73999999999998,33674,445,0.0,30650.0,0.0,73,445.0,"facebook, instagram",2,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,1,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,1,Sea Monsters Unearthed | Texas Prospective Parents | December 2020;...and 1 more ad,1,Missing Value,1,Missing Value,1
